"LOCATION","Country","VARIABLE","Variable","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","1997-Q4","Q4-1997","AUD","Australian Dollar","0","Units",,,115856437763.277,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","1998-Q1","Q1-1998","AUD","Australian Dollar","0","Units",,,112947074247.423,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","1998-Q2","Q2-1998","AUD","Australian Dollar","0","Units",,,118155015224.5,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","1998-Q3","Q3-1998","AUD","Australian Dollar","0","Units",,,117537569916.489,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","1998-Q4","Q4-1998","AUD","Australian Dollar","0","Units",,,116152340611.588,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","1999-Q1","Q1-1999","AUD","Australian Dollar","0","Units",,,111879075627.265,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","1999-Q2","Q2-1999","AUD","Australian Dollar","0","Units",,,109835324995.73,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","1999-Q3","Q3-1999","AUD","Australian Dollar","0","Units",,,115712105349.925,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","1999-Q4","Q4-1999","AUD","Australian Dollar","0","Units",,,126081494027.081,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2000-Q1","Q1-2000","AUD","Australian Dollar","0","Units",,,132273084912.481,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2000-Q2","Q2-2000","AUD","Australian Dollar","0","Units",,,140914885292.101,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2000-Q3","Q3-2000","AUD","Australian Dollar","0","Units",,,152299112528.864,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2000-Q4","Q4-2000","AUD","Australian Dollar","0","Units",,,156088917266.555,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2001-Q1","Q1-2001","AUD","Australian Dollar","0","Units",,,156733243963.506,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2001-Q2","Q2-2001","AUD","Australian Dollar","0","Units",,,162734039284.373,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2001-Q3","Q3-2001","AUD","Australian Dollar","0","Units",,,160087066842.896,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2001-Q4","Q4-2001","AUD","Australian Dollar","0","Units",,,154277649909.226,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2002-Q1","Q1-2002","AUD","Australian Dollar","0","Units",,,157235498892.429,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2002-Q2","Q2-2002","AUD","Australian Dollar","0","Units",,,155019396440.18,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2002-Q3","Q3-2002","AUD","Australian Dollar","0","Units",,,155837978600.442,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2002-Q4","Q4-2002","AUD","Australian Dollar","0","Units",,,157767126066.948,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2003-Q1","Q1-2003","AUD","Australian Dollar","0","Units",,,156120174033.496,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2003-Q2","Q2-2003","AUD","Australian Dollar","0","Units",,,141668462706.077,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2003-Q3","Q3-2003","AUD","Australian Dollar","0","Units",,,141707567442.545,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2003-Q4","Q4-2003","AUD","Australian Dollar","0","Units",,,144211795817.883,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2004-Q1","Q1-2004","AUD","Australian Dollar","0","Units",,,145151524332.508,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2004-Q2","Q2-2004","AUD","Australian Dollar","0","Units",,,160001133204.46,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2004-Q3","Q3-2004","AUD","Australian Dollar","0","Units",,,162965840393.706,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2004-Q4","Q4-2004","AUD","Australian Dollar","0","Units",,,163493502069.325,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2005-Q1","Q1-2005","AUD","Australian Dollar","0","Units",,,167546713141.631,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2005-Q2","Q2-2005","AUD","Australian Dollar","0","Units",,,181263197250.014,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2005-Q3","Q3-2005","AUD","Australian Dollar","0","Units",,,185248314792.557,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2005-Q4","Q4-2005","AUD","Australian Dollar","0","Units",,,195485774815.799,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2006-Q1","Q1-2006","AUD","Australian Dollar","0","Units",,,200473805627.64,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2006-Q2","Q2-2006","AUD","Australian Dollar","0","Units",,,211959997423.136,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2006-Q3","Q3-2006","AUD","Australian Dollar","0","Units",,,217219732909.675,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2006-Q4","Q4-2006","AUD","Australian Dollar","0","Units",,,219222464039.549,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2007-Q1","Q1-2007","AUD","Australian Dollar","0","Units",,,220539735592.328,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2007-Q2","Q2-2007","AUD","Australian Dollar","0","Units",,,221442913952.19,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2007-Q3","Q3-2007","AUD","Australian Dollar","0","Units",,,221555988734.26,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2007-Q4","Q4-2007","AUD","Australian Dollar","0","Units",,,223993361721.223,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2008-Q1","Q1-2008","AUD","Australian Dollar","0","Units",,,239179031603.116,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2008-Q2","Q2-2008","AUD","Australian Dollar","0","Units",,,268680064439.907,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2008-Q3","Q3-2008","AUD","Australian Dollar","0","Units",,,298802236779.428,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2008-Q4","Q4-2008","AUD","Australian Dollar","0","Units",,,320842667177.549,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2009-Q1","Q1-2009","AUD","Australian Dollar","0","Units",,,299239223719.929,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2009-Q2","Q2-2009","AUD","Australian Dollar","0","Units",,,242882990272.803,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2009-Q3","Q3-2009","AUD","Australian Dollar","0","Units",,,236066658701.545,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2009-Q4","Q4-2009","AUD","Australian Dollar","0","Units",,,237367127305.723,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2010-Q1","Q1-2010","AUD","Australian Dollar","0","Units",,,256845377855.787,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2010-Q2","Q2-2010","AUD","Australian Dollar","0","Units",,,299648074438.28,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2010-Q3","Q3-2010","AUD","Australian Dollar","0","Units",,,301038852930.168,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2010-Q4","Q4-2010","AUD","Australian Dollar","0","Units",,,298395694775.764,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2011-Q1","Q1-2011","AUD","Australian Dollar","0","Units",,,299747506807.84,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2011-Q2","Q2-2011","AUD","Australian Dollar","0","Units",,,316905080599.487,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2011-Q3","Q3-2011","AUD","Australian Dollar","0","Units",,,332590498704.203,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2011-Q4","Q4-2011","AUD","Australian Dollar","0","Units",,,328912913888.471,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2012-Q1","Q1-2012","AUD","Australian Dollar","0","Units",,,302633270026.192,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2012-Q2","Q2-2012","AUD","Australian Dollar","0","Units",,,320331397218.443,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2012-Q3","Q3-2012","AUD","Australian Dollar","0","Units",,,302396925644.983,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2012-Q4","Q4-2012","AUD","Australian Dollar","0","Units",,,299586407110.381,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2013-Q1","Q1-2013","AUD","Australian Dollar","0","Units",,,307363775001.793,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2013-Q2","Q2-2013","AUD","Australian Dollar","0","Units",,,319938181490.218,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2013-Q3","Q3-2013","AUD","Australian Dollar","0","Units",,,331144074726.322,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2013-Q4","Q4-2013","AUD","Australian Dollar","0","Units",,,335321968781.668,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2014-Q1","Q1-2014","AUD","Australian Dollar","0","Units",,,352691861760.907,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2014-Q2","Q2-2014","AUD","Australian Dollar","0","Units",,,327969417552.611,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2014-Q3","Q3-2014","AUD","Australian Dollar","0","Units",,,321341530717.398,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2014-Q4","Q4-2014","AUD","Australian Dollar","0","Units",,,327029189969.084,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2015-Q1","Q1-2015","AUD","Australian Dollar","0","Units",,,334393364687.436,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2015-Q2","Q2-2015","AUD","Australian Dollar","0","Units",,,312780650964.209,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2015-Q3","Q3-2015","AUD","Australian Dollar","0","Units",,,328264492775.439,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2015-Q4","Q4-2015","AUD","Australian Dollar","0","Units",,,317725491572.917,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2016-Q1","Q1-2016","AUD","Australian Dollar","0","Units",,,311692118861.579,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2016-Q2","Q2-2016","AUD","Australian Dollar","0","Units",,,319716074434.34,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2016-Q3","Q3-2016","AUD","Australian Dollar","0","Units",,,333190063476.036,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2016-Q4","Q4-2016","AUD","Australian Dollar","0","Units",,,383937743228.045,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2017-Q1","Q1-2017","AUD","Australian Dollar","0","Units",,,396281192784.293,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2017-Q2","Q2-2017","AUD","Australian Dollar","0","Units",,,386067787492.097,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2017-Q3","Q3-2017","AUD","Australian Dollar","0","Units",,,381453389208.381,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2017-Q4","Q4-2017","AUD","Australian Dollar","0","Units",,,384097630515.229,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2018-Q1","Q1-2018","AUD","Australian Dollar","0","Units",,,418479287769.267,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2018-Q2","Q2-2018","AUD","Australian Dollar","0","Units",,,430742480061.089,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2018-Q3","Q3-2018","AUD","Australian Dollar","0","Units",,,444165022912.223,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2018-Q4","Q4-2018","AUD","Australian Dollar","0","Units",,,459053209257.42,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2019-Q1","Q1-2019","AUD","Australian Dollar","0","Units",,,468734641440.659,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2019-Q2","Q2-2019","AUD","Australian Dollar","0","Units",,,478148707979.353,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2019-Q3","Q3-2019","AUD","Australian Dollar","0","Units",,,487270829030.183,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2019-Q4","Q4-2019","AUD","Australian Dollar","0","Units",,,496076787452.417,,
"AUS","Australia","XGS","Exports of goods and services, nominal value (national accounts basis)","Q","Quarterly","2020-Q1","Q1-2020","AUD","Australian Dollar","0","Units",,,503544727410.725,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1995-Q1","Q1-1995","PER","Persons","0","Units",,,8856843.4850042,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1995-Q2","Q2-1995","PER","Persons","0","Units",,,8939832.37494414,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1995-Q3","Q3-1995","PER","Persons","0","Units",,,8969251.13467379,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1995-Q4","Q4-1995","PER","Persons","0","Units",,,9020134.80604452,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1996-Q1","Q1-1996","PER","Persons","0","Units",,,9040711.98161957,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1996-Q2","Q2-1996","PER","Persons","0","Units",,,9058731.64407114,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1996-Q3","Q3-1996","PER","Persons","0","Units",,,9091733.15628063,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1996-Q4","Q4-1996","PER","Persons","0","Units",,,9090588.07836199,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1997-Q1","Q1-1997","PER","Persons","0","Units",,,9135122.00730024,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1997-Q2","Q2-1997","PER","Persons","0","Units",,,9120101.66309866,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1997-Q3","Q3-1997","PER","Persons","0","Units",,,9112508.18887493,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1997-Q4","Q4-1997","PER","Persons","0","Units",,,9152832.74572617,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1998-Q1","Q1-1998","PER","Persons","0","Units",,,9177458.52936298,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1998-Q2","Q2-1998","PER","Persons","0","Units",,,9216530.91785724,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1998-Q3","Q3-1998","PER","Persons","0","Units",,,9253621.48418845,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1998-Q4","Q4-1998","PER","Persons","0","Units",,,9254546.44559133,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1999-Q1","Q1-1999","PER","Persons","0","Units",,,9262253.11923984,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1999-Q2","Q2-1999","PER","Persons","0","Units",,,9278717.86572328,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1999-Q3","Q3-1999","PER","Persons","0","Units",,,9321513.77244811,,
"AUS","Australia","LF","Labour force","Q","Quarterly","1999-Q4","Q4-1999","PER","Persons","0","Units",,,9387947.52792211,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2000-Q1","Q1-2000","PER","Persons","0","Units",,,9417641.60092914,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2000-Q2","Q2-2000","PER","Persons","0","Units",,,9487766.13513553,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2000-Q3","Q3-2000","PER","Persons","0","Units",,,9558151.26954887,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2000-Q4","Q4-2000","PER","Persons","0","Units",,,9530385.68305311,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2001-Q1","Q1-2001","PER","Persons","0","Units",,,9564726.75527501,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2001-Q2","Q2-2001","PER","Persons","0","Units",,,9676848.03349841,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2001-Q3","Q3-2001","PER","Persons","0","Units",,,9693171.27827256,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2001-Q4","Q4-2001","PER","Persons","0","Units",,,9732371.08195402,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2002-Q1","Q1-2002","PER","Persons","0","Units",,,9773938.12175973,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2002-Q2","Q2-2002","PER","Persons","0","Units",,,9768181.67238915,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2002-Q3","Q3-2002","PER","Persons","0","Units",,,9825288.54264839,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2002-Q4","Q4-2002","PER","Persons","0","Units",,,9893650.55486939,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2003-Q1","Q1-2003","PER","Persons","0","Units",,,9991783.95273524,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2003-Q2","Q2-2003","PER","Persons","0","Units",,,9969524.49147876,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2003-Q3","Q3-2003","PER","Persons","0","Units",,,9976397.9921338,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2003-Q4","Q4-2003","PER","Persons","0","Units",,,10017248.6926522,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2004-Q1","Q1-2004","PER","Persons","0","Units",,,10032592.3002,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2004-Q2","Q2-2004","PER","Persons","0","Units",,,10071583.4973595,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2004-Q3","Q3-2004","PER","Persons","0","Units",,,10114378.3591683,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2004-Q4","Q4-2004","PER","Persons","0","Units",,,10195095.3972722,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2005-Q1","Q1-2005","PER","Persons","0","Units",,,10302592.3685363,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2005-Q2","Q2-2005","PER","Persons","0","Units",,,10386962.3240375,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2005-Q3","Q3-2005","PER","Persons","0","Units",,,10447104.5423083,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2005-Q4","Q4-2005","PER","Persons","0","Units",,,10480236.8984511,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2006-Q1","Q1-2006","PER","Persons","0","Units",,,10523500.2295486,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2006-Q2","Q2-2006","PER","Persons","0","Units",,,10588291.1850349,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2006-Q3","Q3-2006","PER","Persons","0","Units",,,10692980.8202948,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2006-Q4","Q4-2006","PER","Persons","0","Units",,,10726089.2751217,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2007-Q1","Q1-2007","PER","Persons","0","Units",,,10790995.1456765,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2007-Q2","Q2-2007","PER","Persons","0","Units",,,10866355.8471073,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2007-Q3","Q3-2007","PER","Persons","0","Units",,,10952400.1559251,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2007-Q4","Q4-2007","PER","Persons","0","Units",,,11037755.8712911,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2008-Q1","Q1-2008","PER","Persons","0","Units",,,11093852.3237741,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2008-Q2","Q2-2008","PER","Persons","0","Units",,,11183949.1459401,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2008-Q3","Q3-2008","PER","Persons","0","Units",,,11250756.2154648,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2008-Q4","Q4-2008","PER","Persons","0","Units",,,11293979.9581543,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2009-Q1","Q1-2009","PER","Persons","0","Units",,,11393630.1671502,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2009-Q2","Q2-2009","PER","Persons","0","Units",,,11432299.8462501,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2009-Q3","Q3-2009","PER","Persons","0","Units",,,11448029.4486218,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2009-Q4","Q4-2009","PER","Persons","0","Units",,,11493310.617978,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2010-Q1","Q1-2010","PER","Persons","0","Units",,,11535765.4988577,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2010-Q2","Q2-2010","PER","Persons","0","Units",,,11573325.6781761,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2010-Q3","Q3-2010","PER","Persons","0","Units",,,11654247.5981634,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2010-Q4","Q4-2010","PER","Persons","0","Units",,,11749574.4014695,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2011-Q1","Q1-2011","PER","Persons","0","Units",,,11768401.351683,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2011-Q2","Q2-2011","PER","Persons","0","Units",,,11775663.0185457,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2011-Q3","Q3-2011","PER","Persons","0","Units",,,11841440.4474766,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2011-Q4","Q4-2011","PER","Persons","0","Units",,,11870901.1786947,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2012-Q1","Q1-2012","PER","Persons","0","Units",,,11898623.4464838,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2012-Q2","Q2-2012","PER","Persons","0","Units",,,11958439.5496702,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2012-Q3","Q3-2012","PER","Persons","0","Units",,,12001856.6321899,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2012-Q4","Q4-2012","PER","Persons","0","Units",,,12046674.8626895,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2013-Q1","Q1-2013","PER","Persons","0","Units",,,12096672.1012926,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2013-Q2","Q2-2013","PER","Persons","0","Units",,,12155031.4401048,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2013-Q3","Q3-2013","PER","Persons","0","Units",,,12163539.889268,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2013-Q4","Q4-2013","PER","Persons","0","Units",,,12162026.5461013,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2014-Q1","Q1-2014","PER","Persons","0","Units",,,12217342.2869507,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2014-Q2","Q2-2014","PER","Persons","0","Units",,,12257980.5609161,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2014-Q3","Q3-2014","PER","Persons","0","Units",,,12324711.3681289,,
"AUS","Australia","LF","Labour force","Q","Quarterly","2014-Q4","Q4-2014","PER","Persons","0","Units",,,12347169.0491044,,
