"LOCATION","Country","VARIABLE","Variable","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","Units",,,6.80872951073302,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","Units",,,6.53081604296593,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","Units",,,6.20935635062427,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","Units",,,5.86508557552784,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","Units",,,5.51768175552971,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","Units",,,5.17440501283691,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","Units",,,4.86042836953452,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","Units",,,4.59601222666171,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","Units",,,4.36050729924009,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","Units",,,4.18126298885317,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","Units",,,4.0313498996801,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","Units",,,3.92193927621175,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","Units",,,3.83908497057572,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","Units",,,3.70717750515428,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","Units",,,3.53484693294697,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","Units",,,3.31712778942045,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","Units",,,3.03371398295007,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","Units",,,2.92128303143422,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","Units",,,2.91045981863238,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","Units",,,3.03039642544312,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","Units",,,3.20016771118602,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","Units",,,3.46201717818275,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","Units",,,3.75493540908306,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","Units",,,4.07333215128615,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","Units",,,4.3726545929189,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","Units",,,4.73589827192697,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","Units",,,4.98148223515526,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","Units",,,5.25501689257946,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","Units",,,5.45824019508231,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","Units",,,5.76993157063611,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","Units",,,5.6557144593445,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","Units",,,5.78532443905397,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","Units",,,5.99121074063622,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","Units",,,5.97721437740693,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","Units",,,5.85168250912444,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","Units",,,5.75162876214079,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","Units",,,5.43091381723657,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","Units",,,5.10244917560429,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","Units",,,4.83510340972612,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","Units",,,4.6818632309217,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","Units",,,4.43534092251941,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","Units",,,4.15214070273024,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","Units",,,4.10772048793794,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","Units",,,3.94992613327114,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","Units",,,3.70012372409527,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","Units",,,3.67680958967266,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","Units",,,3.60965130998503,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","Units",,,3.63135965750544,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","Units",,,3.80959622842369,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","Units",,,4.19537823124073,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","Units",,,4.56765626192475,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","Units",,,4.85314364387334,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,5.08351210542446,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,4.97664803613813,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,5.00229463056448,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,4.93945066279558,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,4.86345504756059,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,4.74724936523814,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,4.95614539047836,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,5.32782222896364,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,5.5080254391278,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,5.68396404562279,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,5.88766412098867,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,6.24273555547224,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,6.7752808988764,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,7.12975785021895,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,7.51326309497122,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,7.62999738698721,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,7.81443531133881,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,7.57387539996237,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,7.20737674068499,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,7.15489792095897,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,7.12121778808392,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,6.93176717043243,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,6.79589851059053,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,6.73930135909244,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,6.47347336103934,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,6.27097159048541,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,5.85147962032384,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,5.51321610468791,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,5.25203071102704,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,5.02832598955826,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,4.73643439448154,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,4.40726683126358,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,4.06136188058713,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,3.8873012383674,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,3.80258604989984,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,3.59902768203751,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,3.42733188720174,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,3.57168565119695,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,3.66782554586176,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,3.76386958818892,,
"NLD","Netherlands","UNR","Unemployment rate","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,3.83476778886721,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1995-Q1","Q1-1995","PER","Persons","0","Units",,,1662000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1995-Q2","Q2-1995","PER","Persons","0","Units",,,1678000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1995-Q3","Q3-1995","PER","Persons","0","Units",,,1695000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1995-Q4","Q4-1995","PER","Persons","0","Units",,,1709000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1996-Q1","Q1-1996","PER","Persons","0","Units",,,1722000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1996-Q2","Q2-1996","PER","Persons","0","Units",,,1740000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1996-Q3","Q3-1996","PER","Persons","0","Units",,,1754000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1996-Q4","Q4-1996","PER","Persons","0","Units",,,1744000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1997-Q1","Q1-1997","PER","Persons","0","Units",,,1745000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1997-Q2","Q2-1997","PER","Persons","0","Units",,,1754000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1997-Q3","Q3-1997","PER","Persons","0","Units",,,1752000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1997-Q4","Q4-1997","PER","Persons","0","Units",,,1750000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1998-Q1","Q1-1998","PER","Persons","0","Units",,,1745000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1998-Q2","Q2-1998","PER","Persons","0","Units",,,1738000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1998-Q3","Q3-1998","PER","Persons","0","Units",,,1737000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1998-Q4","Q4-1998","PER","Persons","0","Units",,,1734000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1999-Q1","Q1-1999","PER","Persons","0","Units",,,1752000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1999-Q2","Q2-1999","PER","Persons","0","Units",,,1758000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1999-Q3","Q3-1999","PER","Persons","0","Units",,,1766000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","1999-Q4","Q4-1999","PER","Persons","0","Units",,,1786000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2000-Q1","Q1-2000","PER","Persons","0","Units",,,1784000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2000-Q2","Q2-2000","PER","Persons","0","Units",,,1784000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2000-Q3","Q3-2000","PER","Persons","0","Units",,,1806000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2000-Q4","Q4-2000","PER","Persons","0","Units",,,1822000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2001-Q1","Q1-2001","PER","Persons","0","Units",,,1824000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2001-Q2","Q2-2001","PER","Persons","0","Units",,,1841000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2001-Q3","Q3-2001","PER","Persons","0","Units",,,1845000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2001-Q4","Q4-2001","PER","Persons","0","Units",,,1868000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2002-Q1","Q1-2002","PER","Persons","0","Units",,,1893000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2002-Q2","Q2-2002","PER","Persons","0","Units",,,1905000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2002-Q3","Q3-2002","PER","Persons","0","Units",,,1903000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2002-Q4","Q4-2002","PER","Persons","0","Units",,,1918000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2003-Q1","Q1-2003","PER","Persons","0","Units",,,1926000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2003-Q2","Q2-2003","PER","Persons","0","Units",,,1942000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2003-Q3","Q3-2003","PER","Persons","0","Units",,,1971000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2003-Q4","Q4-2003","PER","Persons","0","Units",,,1973000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2004-Q1","Q1-2004","PER","Persons","0","Units",,,1991000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2004-Q2","Q2-2004","PER","Persons","0","Units",,,2006000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2004-Q3","Q3-2004","PER","Persons","0","Units",,,2030000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2004-Q4","Q4-2004","PER","Persons","0","Units",,,2064000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2005-Q1","Q1-2005","PER","Persons","0","Units",,,2062000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2005-Q2","Q2-2005","PER","Persons","0","Units",,,2071000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2005-Q3","Q3-2005","PER","Persons","0","Units",,,2098000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2005-Q4","Q4-2005","PER","Persons","0","Units",,,2099000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2006-Q1","Q1-2006","PER","Persons","0","Units",,,2120000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2006-Q2","Q2-2006","PER","Persons","0","Units",,,2140000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2006-Q3","Q3-2006","PER","Persons","0","Units",,,2133000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2006-Q4","Q4-2006","PER","Persons","0","Units",,,2133000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2007-Q1","Q1-2007","PER","Persons","0","Units",,,2159000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2007-Q2","Q2-2007","PER","Persons","0","Units",,,2170000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2007-Q3","Q3-2007","PER","Persons","0","Units",,,2166000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2007-Q4","Q4-2007","PER","Persons","0","Units",,,2180000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2008-Q1","Q1-2008","PER","Persons","0","Units",,,2182000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2008-Q2","Q2-2008","PER","Persons","0","Units",,,2181000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2008-Q3","Q3-2008","PER","Persons","0","Units",,,2182000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2008-Q4","Q4-2008","PER","Persons","0","Units",,,2195000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2009-Q1","Q1-2009","PER","Persons","0","Units",,,2156000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2009-Q2","Q2-2009","PER","Persons","0","Units",,,2157000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2009-Q3","Q3-2009","PER","Persons","0","Units",,,2137000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2009-Q4","Q4-2009","PER","Persons","0","Units",,,2139000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2010-Q1","Q1-2010","PER","Persons","0","Units",,,2146000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2010-Q2","Q2-2010","PER","Persons","0","Units",,,2151000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2010-Q3","Q3-2010","PER","Persons","0","Units",,,2169000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2010-Q4","Q4-2010","PER","Persons","0","Units",,,2161000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2011-Q1","Q1-2011","PER","Persons","0","Units",,,2181000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2011-Q2","Q2-2011","PER","Persons","0","Units",,,2189000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2011-Q3","Q3-2011","PER","Persons","0","Units",,,2192000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2011-Q4","Q4-2011","PER","Persons","0","Units",,,2192000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2012-Q1","Q1-2012","PER","Persons","0","Units",,,2194000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2012-Q2","Q2-2012","PER","Persons","0","Units",,,2197000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2012-Q3","Q3-2012","PER","Persons","0","Units",,,2188000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2012-Q4","Q4-2012","PER","Persons","0","Units",,,2195000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2013-Q1","Q1-2013","PER","Persons","0","Units",,,2198000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2013-Q2","Q2-2013","PER","Persons","0","Units",,,2209000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2013-Q3","Q3-2013","PER","Persons","0","Units",,,2241000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2013-Q4","Q4-2013","PER","Persons","0","Units",,,2259000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2014-Q1","Q1-2014","PER","Persons","0","Units",,,2281000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2014-Q2","Q2-2014","PER","Persons","0","Units",,,2289000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2014-Q3","Q3-2014","PER","Persons","0","Units",,,2312000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2014-Q4","Q4-2014","PER","Persons","0","Units",,,2340000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2015-Q1","Q1-2015","PER","Persons","0","Units",,,2355000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2015-Q2","Q2-2015","PER","Persons","0","Units",,,2357000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2015-Q3","Q3-2015","PER","Persons","0","Units",,,2344000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2015-Q4","Q4-2015","PER","Persons","0","Units",,,2372000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2016-Q1","Q1-2016","PER","Persons","0","Units",,,2402000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2016-Q2","Q2-2016","PER","Persons","0","Units",,,2463000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2016-Q3","Q3-2016","PER","Persons","0","Units",,,2486000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2016-Q4","Q4-2016","PER","Persons","0","Units",,,2510000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2017-Q1","Q1-2017","PER","Persons","0","Units",,,2540000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2017-Q2","Q2-2017","PER","Persons","0","Units",,,2540000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2017-Q3","Q3-2017","PER","Persons","0","Units",,,2588000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2017-Q4","Q4-2017","PER","Persons","0","Units",,,2603000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2018-Q1","Q1-2018","PER","Persons","0","Units",,,2620000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2018-Q2","Q2-2018","PER","Persons","0","Units",,,2634000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2018-Q3","Q3-2018","PER","Persons","0","Units",,,2661000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2018-Q4","Q4-2018","PER","Persons","0","Units",,,2662000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2019-Q1","Q1-2019","PER","Persons","0","Units",,,2658000,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2019-Q2","Q2-2019","PER","Persons","0","Units",,,2667955.32780671,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2019-Q3","Q3-2019","PER","Persons","0","Units",,,2676121.69695707,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2019-Q4","Q4-2019","PER","Persons","0","Units",,,2683729.6283837,,
"NZL","New Zealand","ET","Total employment (labour force survey basis)","Q","Quarterly","2020-Q1","Q1-2020","PER","Persons","0","Units",,,2691249.37788294,,
"CHE","Switzerland","GDPVD","Gross domestic product, volume in USD, at constant purchasing power parities","Q","Quarterly","1995-Q1","Q1-1995","USD","US Dollar","0","Units","2015","2015",361193886863.655,,
