,Unnamed: 0,Dates,PIB,Emplois,Actifs,Chomage,Conso,Formation,Exports,Pays,numero
2693,54,2003-Q2,128.965511298,3963.0,4133.1,4.11555491035784,71.500569434,31.77201016,60.38815343899999,Switzerland,23
2694,55,2003-Q3,130.247711601,,,,71.78498785,32.499837425,61.03231824,Switzerland,23
2695,56,2003-Q4,131.82564347299999,,,,72.22594509999999,33.736431751,62.546761145,Switzerland,23
2696,57,2004-Q1,132.58110644200002,,,,72.75061753199999,33.456567409,65.336066327,Switzerland,23
2697,58,2004-Q2,133.55142179799998,3959.2,4137.7,4.31640766609469,73.080053057,34.000550196,67.437690143,Switzerland,23
2698,59,2004-Q3,133.606273745,,,,73.21997709,34.675310693,66.503603894,Switzerland,23
2699,60,2004-Q4,133.827194095,,,,73.303622198,34.619476239,67.242349366,Switzerland,23
2700,61,2005-Q1,134.90221187,,,,73.542390286,34.601401831,70.467941765,Switzerland,23
2701,62,2005-Q2,136.473120164,3974.5,4159.0,4.43616253907189,73.834002377,35.197051779,71.499821026,Switzerland,23
2702,63,2005-Q3,138.05201715299998,,,,74.26973152,35.56741899,70.517540622,Switzerland,23
2703,64,2005-Q4,139.368223266,,,,74.507799862,36.214297916999996,72.089347447,Switzerland,23
2704,65,2006-Q1,140.914066003,,,,74.731488426,36.687952089,73.41245143,Switzerland,23
2705,66,2006-Q2,142.107014478,4051.4,4220.2,3.9998104355243798,75.131638819,36.783710031,73.55989675,Switzerland,23
2706,67,2006-Q3,143.317967913,,,,75.343774674,36.86663121,76.186176327,Switzerland,23
2707,68,2006-Q4,145.20216811,,,,75.531221493,38.325526179,80.54546224399999,Switzerland,23
2708,69,2007-Q1,146.01470014,,,,76.13030793899999,38.450658241,81.070633582,Switzerland,23
2709,70,2007-Q2,148.11279050000002,4122.0,4278.3,3.65098286702662,76.505927318,39.450760068,84.84436808,Switzerland,23
2710,71,2007-Q3,149.50345368799998,,,,77.123567908,39.103310324,89.39044373600001,Switzerland,23
2711,72,2007-Q4,151.117985934,,,,77.368073828,39.437131565,82.392581437,Switzerland,23
2712,73,2008-Q1,152.42916491399998,,,,77.449112345,39.304582204,87.166950878,Switzerland,23
2713,74,2008-Q2,153.73663505,4228.8,4375.4,3.35055080678338,77.751920888,40.087049021,89.793297994,Switzerland,23
2714,75,2008-Q3,154.343573233,,,,78.103423228,39.495784041,93.246072295,Switzerland,23
2715,76,2008-Q4,150.016246037,,,,78.184325496,38.369881799,81.204835192,Switzerland,23
2716,77,2009-Q1,147.674290587,,,,78.622978752,36.381709365,76.272641744,Switzerland,23
2717,78,2009-Q2,148.552655708,4268.0,4451.2,4.1157440690151,78.737205215,36.28113679,78.874366243,Switzerland,23
2718,79,2009-Q3,150.249220871,,,,79.187494022,36.742629061,81.728430123,Switzerland,23
2719,80,2009-Q4,151.528162039,,,,79.58505924,36.800565499,84.035077271,Switzerland,23
